Ensembl ID	Entrez ID	TF family	Protein have DBD
ENSG00000148737	6934	HMG	ENSP00000348274;ENSP00000443626;ENSP00000358396;ENSP00000444972;ENSP00000440547;ENSP00000277945;ENSP00000446172;ENSP00000344823;ENSP00000446238;ENSP00000358393;ENSP00000435694;ENSP00000443883;ENSP00000347949;ENSP00000358404;
ENSG00000198554	11169	HMG	ENSP00000353793;ENSP00000399349;ENSP00000352085;ENSP00000391049;
ENSG00000198846	9760	HMG	ENSP00000354842;
ENSG00000143842	9580	HMG	ENSP00000356172;
ENSG00000029993	3149	HMG	ENSP00000359393;ENSP00000405601;ENSP00000417027;ENSP00000442758;ENSP00000410354;
ENSG00000134595	6658	HMG	ENSP00000359567;
ENSG00000125285	11166	HMG	ENSP00000366144;
ENSG00000184895	6736	HMG	ENSP00000372547;ENSP00000438917;ENSP00000437575;
ENSG00000081059	6932	HMG	ENSP00000378472;ENSP00000378469;ENSP00000340347;ENSP00000429547;ENSP00000367822;ENSP00000429935;ENSP00000326654;ENSP00000427968;ENSP00000326540;ENSP00000397946;ENSP00000430179;ENSP00000429178;ENSP00000367827;
ENSG00000100146	6663	HMG	ENSP00000380093;ENSP00000414853;ENSP00000399777;ENSP00000354130;
ENSG00000189403	3146	HMG	ENSP00000384678;ENSP00000369904;ENSP00000382417;ENSP00000345347;ENSP00000343040;ENSP00000382412;ENSP00000410465;
ENSG00000092203	9878	HMG	ENSP00000385102;ENSP00000262709;ENSP00000393080;
ENSG00000134532	6660	HMG	ENSP00000398273;ENSP00000308927;ENSP00000443520;ENSP00000441973;ENSP00000439832;ENSP00000437487;ENSP00000379328;ENSP00000370788;
ENSG00000237452	388553	HMG	ENSP00000402674;
ENSG00000064933	5378	HMG	ENSP00000406490;ENSP00000401064;ENSP00000387125;ENSP00000398378;ENSP00000404492;ENSP00000406225;ENSP00000389938;ENSP00000387169;
ENSG00000105856	26959	HMG	ENSP00000420500;ENSP00000222574;ENSP00000475809;ENSP00000418738;
ENSG00000108064	7019	HMG	ENSP00000420588;ENSP00000363002;ENSP00000378776;
ENSG00000113716	22993	HMG	ENSP00000421917;ENSP00000422231;
ENSG00000109685	7468	HMG	ENSP00000423972;ENSP00000399251;ENSP00000329167;ENSP00000424482;ENSP00000421681;ENSP00000381311;ENSP00000372347;ENSP00000308780;ENSP00000372348;ENSP00000425761;ENSP00000372351;
ENSG00000176256	127540	HMG	ENSP00000429214;ENSP00000430919;
ENSG00000110693	55553	HMG	ENSP00000433233;ENSP00000434455;ENSP00000339876;ENSP00000324948;ENSP00000379644;ENSP00000432134;
ENSG00000181449	6657	HMG	ENSP00000439111;ENSP00000323588;
ENSG00000129194	6665	HMG	ENSP00000439311;ENSP00000355354;ENSP00000458286;
ENSG00000177732	6666	HMG	ENSP00000441671;ENSP00000347646;
ENSG00000258724	\N	HMG	ENSP00000451145;
ENSG00000171056	83595	HMG	ENSP00000452017;ENSP00000301921;
ENSG00000079432	23152	HMG	ENSP00000459719;ENSP00000458663;ENSP00000160740;
ENSG00000269411	3149	HMG	ENSP00000472199;ENSP00000471456;ENSP00000469875;ENSP00000472961;ENSP00000469284;
ENSG00000137309	3159	HMGI/HMGY	ENSP00000378452;ENSP00000308227;ENSP00000288245;ENSP00000385693;ENSP00000363230;ENSP00000399888;
ENSG00000149948	8091	HMGI/HMGY	ENSP00000437621;ENSP00000437747;ENSP00000443372;ENSP00000407306;ENSP00000439317;ENSP00000377206;ENSP00000346658;ENSP00000440919;ENSP00000384026;ENSP00000377205;
ENSG00000005073	3207	Homeobox	ENSP00000006015;ENSP00000448962;
ENSG00000037965	3224	Homeobox	ENSP00000040584;
ENSG00000063515	2928	Homeobox	ENSP00000086933;
ENSG00000100625	51804	Homeobox	ENSP00000216513;ENSP00000450761;
ENSG00000101883	158800	Homeobox	ENSP00000217999;
ENSG00000105880	1749	Homeobox	ENSP00000222598;ENSP00000475008;
ENSG00000105996	3199	Homeobox	ENSP00000222718;
ENSG00000106004	3202	Homeobox	ENSP00000222726;
ENSG00000106006	3203	Homeobox	ENSP00000222728;
ENSG00000106031	3209	Homeobox	ENSP00000222753;
ENSG00000108753	6928	Homeobox	ENSP00000225893;ENSP00000452674;ENSP00000412212;ENSP00000453099;
ENSG00000109132	8929	Homeobox	ENSP00000226382;ENSP00000426733;
ENSG00000109851	120237	Homeobox	ENSP00000227256;ENSP00000436881;
ENSG00000111704	79923	Homeobox	ENSP00000229307;ENSP00000444434;ENSP00000435288;
ENSG00000016082	3670	Homeobox	ENSP00000230658;ENSP00000422676;
ENSG00000113430	50805	Homeobox	ENSP00000231357;ENSP00000423161;ENSP00000424235;
ENSG00000113722	1044	Homeobox	ENSP00000231656;
ENSG00000115297	3196	Homeobox	ENSP00000233638;
ENSG00000115844	1746	Homeobox	ENSP00000234198;ENSP00000446904;
ENSG00000116035	25806	Homeobox	ENSP00000234392;
ENSG00000133937	145258	Homeobox	ENSP00000238558;
ENSG00000120068	3218	Homeobox	ENSP00000239144;ENSP00000460659;ENSP00000460254;
ENSG00000120075	3215	Homeobox	ENSP00000239151;
ENSG00000260027	3217	Homeobox	ENSP00000239165;
ENSG00000120149	4488	Homeobox	ENSP00000239243;
ENSG00000116132	5396	Homeobox	ENSP00000239461;ENSP00000356734;ENSP00000450762;
ENSG00000108813	1748	Homeobox	ENSP00000240306;ENSP00000410622;
ENSG00000122592	3204	Homeobox	ENSP00000242159;
ENSG00000123364	3229	Homeobox	ENSP00000243056;
ENSG00000123407	3228	Homeobox	ENSP00000243103;
ENSG00000197757	3223	Homeobox	ENSP00000243108;ENSP00000377864;
ENSG00000126778	6495	Homeobox	ENSP00000247182;
ENSG00000128709	3235	Homeobox	ENSP00000249499;
ENSG00000128710	3236	Homeobox	ENSP00000249501;
ENSG00000128713	3237	Homeobox	ENSP00000249504;
ENSG00000105717	80714	Homeobox	ENSP00000251203;
ENSG00000090661	79603	Homeobox	ENSP00000251363;ENSP00000452910;ENSP00000452753;ENSP00000453815;ENSP00000453509;ENSP00000454122;
ENSG00000130675	3110	Homeobox	ENSP00000252971;ENSP00000401158;ENSP00000438552;
ENSG00000131668	56033	Homeobox	ENSP00000253968;ENSP00000385613;
ENSG00000132130	3975	Homeobox	ENSP00000254457;
ENSG00000135638	2016	Homeobox	ENSP00000258106;ENSP00000446992;
ENSG00000136327	26257	Homeobox	ENSP00000258829;
ENSG00000138083	6496	Homeobox	ENSP00000260653;
ENSG00000089116	64211	Homeobox	ENSP00000261731;
ENSG00000119614	338917	Homeobox	ENSP00000261980;
ENSG00000106511	4223	Homeobox	ENSP00000262041;
ENSG00000125492	56751	Homeobox	ENSP00000263610;ENSP00000444704;
ENSG00000121454	89884	Homeobox	ENSP00000263726;
ENSG00000069011	5307	Homeobox	ENSP00000265340;ENSP00000422908;ENSP00000451199;ENSP00000427542;ENSP00000423624;
ENSG00000140836	463	Homeobox	ENSP00000268489;ENSP00000438926;
ENSG00000043039	8538	Homeobox	ENSP00000281437;ENSP00000450418;ENSP00000451113;
ENSG00000152804	3087	Homeobox	ENSP00000282728;ENSP00000447953;ENSP00000450017;
ENSG00000253293	3206	Homeobox	ENSP00000283921;ENSP00000379633;
ENSG00000154227	204219	Homeobox	ENSP00000284382;ENSP00000437640;ENSP00000377672;ENSP00000453816;
ENSG00000159184	10481	Homeobox	ENSP00000290295;
ENSG00000159387	79190	Homeobox	ENSP00000290552;
ENSG00000159556	64843	Homeobox	ENSP00000290759;
ENSG00000160199	5316	Homeobox	ENSP00000291547;ENSP00000402243;
ENSG00000162624	431707	Homeobox	ENSP00000294638;ENSP00000348597;
ENSG00000163064	2019	Homeobox	ENSP00000295206;
ENSG00000163623	4825	Homeobox	ENSP00000295886;ENSP00000449761;
ENSG00000163666	8820	Homeobox	ENSP00000295934;
ENSG00000164438	30012	Homeobox	ENSP00000296921;
ENSG00000164778	2020	Homeobox	ENSP00000297375;
ENSG00000164900	2636	Homeobox	ENSP00000297537;
ENSG00000165259	139324	Homeobox	ENSP00000297977;ENSP00000362272;
ENSG00000165462	401	Homeobox	ENSP00000298231;
ENSG00000165495	63876	Homeobox	ENSP00000298282;ENSP00000441470;
ENSG00000168505	2637	Homeobox	ENSP00000302251;
ENSG00000170166	3233	Homeobox	ENSP00000302548;
ENSG00000171540	23440	Homeobox	ENSP00000302814;
ENSG00000164093	5308	Homeobox	ENSP00000304169;ENSP00000378097;ENSP00000347004;ENSP00000421454;ENSP00000424142;ENSP00000475617;ENSP00000347192;
ENSG00000169840	219409	Homeobox	ENSP00000304331;
ENSG00000170577	10736	Homeobox	ENSP00000304502;
ENSG00000170549	79192	Homeobox	ENSP00000305244;
ENSG00000198353	3221	Homeobox	ENSP00000305973;ENSP00000477362;
ENSG00000180818	3226	Homeobox	ENSP00000307321;
ENSG00000172789	3222	Homeobox	ENSP00000309336;
ENSG00000170689	3219	Homeobox	ENSP00000309439;
ENSG00000175325	5626	Homeobox	ENSP00000311290;
ENSG00000174279	344191	Homeobox	ENSP00000312385;
ENSG00000164853	340260	Homeobox	ENSP00000314480;
ENSG00000178764	22882	Homeobox	ENSP00000314709;
ENSG00000180318	8092	Homeobox	ENSP00000315417;
ENSG00000175879	3234	Homeobox	ENSP00000315949;ENSP00000448196;ENSP00000409026;ENSP00000406045;ENSP00000437431;
ENSG00000177045	147912	Homeobox	ENSP00000316842;ENSP00000453239;
ENSG00000176679	90655	Homeobox	ENSP00000318502;ENSP00000453750;
ENSG00000180613	170825	Homeobox	ENSP00000319118;
ENSG00000180053	137814	Homeobox	ENSP00000320089;ENSP00000402231;
ENSG00000005102	4222	Homeobox	ENSP00000321684;ENSP00000377271;
ENSG00000139624	91012	Homeobox	ENSP00000325485;ENSP00000389050;ENSP00000442918;ENSP00000448794;ENSP00000369536;ENSP00000448295;
ENSG00000183072	1482	Homeobox	ENSP00000327758;
ENSG00000177426	7050	Homeobox	ENSP00000327959;ENSP00000449287;ENSP00000339631;ENSP00000385206;ENSP00000449531;ENSP00000448934;ENSP00000450025;ENSP00000384133;ENSP00000383031;ENSP00000449501;ENSP00000446838;ENSP00000449580;ENSP00000343969;ENSP00000447747;ENSP00000449722;ENSP00000448121;ENSP00000384970;ENSP00000449973;
ENSG00000184302	4990	Homeobox	ENSP00000328596;
ENSG00000128645	3231	Homeobox	ENSP00000328598;
ENSG00000182742	3214	Homeobox	ENSP00000328928;
ENSG00000185610	440097	Homeobox	ENSP00000331470;
ENSG00000177508	79191	Homeobox	ENSP00000331608;
ENSG00000173917	3212	Homeobox	ENSP00000331741;
ENSG00000052850	60529	Homeobox	ENSP00000332744;
ENSG00000134438	30062	Homeobox	ENSP00000334813;
ENSG00000186103	503582	Homeobox	ENSP00000335578;
ENSG00000162761	4009	Homeobox	ENSP00000340226;ENSP00000294816;ENSP00000356868;
ENSG00000188816	3167	Homeobox	ENSP00000341108;
ENSG00000119919	159296	Homeobox	ENSP00000342828;
ENSG00000105991	3198	Homeobox	ENSP00000343246;
ENSG00000078399	3205	Homeobox	ENSP00000343619;
ENSG00000188909	390259	Homeobox	ENSP00000344285;
ENSG00000125816	644524	Homeobox	ENSP00000345147;
ENSG00000136352	7080	Homeobox	ENSP00000346879;ENSP00000429607;ENSP00000428341;ENSP00000429519;
ENSG00000136944	4010	Homeobox	ENSP00000347684;ENSP00000453580;ENSP00000390923;ENSP00000362573;ENSP00000436930;
ENSG00000188620	340784	Homeobox	ENSP00000350549;
ENSG00000197576	3201	Homeobox	ENSP00000353151;ENSP00000408845;ENSP00000448015;
ENSG00000144355	1745	Homeobox	ENSP00000354478;ENSP00000448827;ENSP00000354865;
ENSG00000153779	90316	Homeobox	ENSP00000355119;ENSP00000453704;
ENSG00000120094	3211	Homeobox	ENSP00000355140;
ENSG00000136630	3142	Homeobox	ENSP00000355870;ENSP00000408248;ENSP00000449882;
ENSG00000143355	56956	Homeobox	ENSP00000356357;ENSP00000356361;ENSP00000453064;ENSP00000337969;ENSP00000356360;
ENSG00000151650	27287	Homeobox	ENSP00000357556;
ENSG00000148826	84504	Homeobox	ENSP00000357581;
ENSG00000148704	11023	Homeobox	ENSP00000358207;ENSP00000277905;
ENSG00000156150	257	Homeobox	ENSP00000358807;
ENSG00000107859	5309	Homeobox	ENSP00000359019;ENSP00000439383;
ENSG00000138136	10660	Homeobox	ENSP00000359212;
ENSG00000107807	3195	Homeobox	ENSP00000359215;ENSP00000434914;
ENSG00000143032	343472	Homeobox	ENSP00000359474;
ENSG00000131721	84528	Homeobox	ENSP00000360441;
ENSG00000203989	727940	Homeobox	ENSP00000360455;
ENSG00000101126	23394	Homeobox	ENSP00000360662;ENSP00000379346;ENSP00000342905;ENSP00000379349;
ENSG00000107187	8022	Homeobox	ENSP00000360811;ENSP00000360813;
ENSG00000197587	127343	Homeobox	ENSP00000361024;ENSP00000353132;
ENSG00000167157	51450	Homeobox	ENSP00000361547;
ENSG00000123576	80712	Homeobox	ENSP00000361669;
ENSG00000167081	5090	Homeobox	ENSP00000362586;ENSP00000362582;ENSP00000387456;ENSP00000362588;ENSP00000341990;
ENSG00000131264	1046	Homeobox	ENSP00000362613;
ENSG00000118707	60436	Homeobox	ENSP00000362981;ENSP00000476174;ENSP00000452878;ENSP00000453773;ENSP00000362979;
ENSG00000204304	5089	Homeobox	ENSP00000364190;
ENSG00000204595	503834	Homeobox	ENSP00000365838;
ENSG00000100987	30813	Homeobox	ENSP00000365899;ENSP00000387069;ENSP00000386612;ENSP00000365897;ENSP00000389654;ENSP00000399496;ENSP00000387720;ENSP00000401690;
ENSG00000125820	4821	Homeobox	ENSP00000366347;
ENSG00000179528	85474	Homeobox	ENSP00000366789;ENSP00000417116;
ENSG00000004848	170302	Homeobox	ENSP00000368332;
ENSG00000167034	4824	Homeobox	ENSP00000370253;ENSP00000429729;
ENSG00000165556	1045	Homeobox	ENSP00000370408;
ENSG00000139515	3651	Homeobox	ENSP00000370421;
ENSG00000109705	579	Homeobox	ENSP00000371875;
ENSG00000170561	153572	Homeobox	ENSP00000372056;ENSP00000307006;
ENSG00000163132	4487	Homeobox	ENSP00000372170;
ENSG00000168779	6474	Homeobox	ENSP00000374240;ENSP00000451888;ENSP00000419362;ENSP00000397099;ENSP00000398704;
ENSG00000128714	3239	Homeobox	ENSP00000376322;
ENSG00000172292	253782	Homeobox	ENSP00000376453;ENSP00000306579;
ENSG00000106852	26468	Homeobox	ENSP00000377854;ENSP00000475927;ENSP00000441464;ENSP00000362859;ENSP00000362860;ENSP00000340137;
ENSG00000176842	10265	Homeobox	ENSP00000378132;ENSP00000316250;ENSP00000453725;
ENSG00000165156	11244	Homeobox	ENSP00000378938;ENSP00000297857;ENSP00000428821;
ENSG00000105997	3200	Homeobox	ENSP00000379640;ENSP00000324884;
ENSG00000213921	342900	Homeobox	ENSP00000380053;
ENSG00000214513	344022	Homeobox	ENSP00000381486;
ENSG00000215612	3166	Homeobox	ENSP00000383516;
ENSG00000143995	4211	Homeobox	ENSP00000384461;ENSP00000395827;ENSP00000381518;ENSP00000475161;ENSP00000454209;ENSP00000272369;ENSP00000440571;
ENSG00000170178	3238	Homeobox	ENSP00000385586;
ENSG00000175329	91464	Homeobox	ENSP00000386037;ENSP00000311492;
ENSG00000259128	728410	Homeobox	ENSP00000389585;ENSP00000450967;ENSP00000451545;
ENSG00000064195	1747	Homeobox	ENSP00000389870;ENSP00000449976;
ENSG00000106689	9355	Homeobox	ENSP00000394978;ENSP00000476200;ENSP00000362717;
ENSG00000273266	3221	Homeobox	ENSP00000399808;
ENSG00000165606	644168	Homeobox	ENSP00000401653;ENSP00000363254;
ENSG00000185630	5087	Homeobox	ENSP00000405890;ENSP00000452727;ENSP00000384856;ENSP00000439943;ENSP00000356872;ENSP00000440869;ENSP00000453188;
ENSG00000235608	\N	Homeobox	ENSP00000407978;
ENSG00000136367	85446	Homeobox	ENSP00000413418;
ENSG00000120093	3213	Homeobox	ENSP00000417207;ENSP00000419676;ENSP00000418035;ENSP00000420595;ENSP00000438747;ENSP00000308252;ENSP00000449977;ENSP00000418892;ENSP00000418729;
ENSG00000106038	2128	Homeobox	ENSP00000419266;ENSP00000446458;
ENSG00000106410	135935	Homeobox	ENSP00000419457;ENSP00000223140;ENSP00000419565;
ENSG00000108511	3216	Homeobox	ENSP00000420009;ENSP00000225648;
ENSG00000257184	\N	Homeobox	ENSP00000421799;
ENSG00000180806	3225	Homeobox	ENSP00000423861;ENSP00000302836;
ENSG00000128652	3232	Homeobox	ENSP00000424734;ENSP00000386498;ENSP00000249440;
ENSG00000165066	157848	Homeobox	ENSP00000428361;
ENSG00000006377	1750	Homeobox	ENSP00000428480;ENSP00000007660;ENSP00000451635;
ENSG00000147421	79618	Homeobox	ENSP00000430110;ENSP00000430059;ENSP00000453185;ENSP00000287701;ENSP00000452827;ENSP00000475196;ENSP00000453211;ENSP00000401769;ENSP00000380516;
ENSG00000091656	79776	Homeobox	ENSP00000430497;ENSP00000399605;ENSP00000430848;ENSP00000050961;
ENSG00000258834	441056	Homeobox	ENSP00000438513;ENSP00000451270;ENSP00000474688;
ENSG00000178928	284355	Homeobox	ENSP00000438832;
ENSG00000214325	\N	Homeobox	ENSP00000439425;ENSP00000381183;
ENSG00000227059	647589	Homeobox	ENSP00000439513;ENSP00000409950;
ENSG00000259009	\N	Homeobox	ENSP00000440389;
ENSG00000185155	83881	Homeobox	ENSP00000442439;ENSP00000355775;
ENSG00000135100	6927	Homeobox	ENSP00000443112;ENSP00000439721;ENSP00000476181;ENSP00000438804;ENSP00000475300;ENSP00000257555;
ENSG00000174306	23051	Homeobox	ENSP00000443783;ENSP00000312222;ENSP00000452965;ENSP00000454006;ENSP00000442290;ENSP00000415498;ENSP00000405421;
ENSG00000237344	5089	Homeobox	ENSP00000448381;ENSP00000397177;ENSP00000447672;ENSP00000448241;
ENSG00000206315	5089	Homeobox	ENSP00000448798;ENSP00000449776;ENSP00000450054;ENSP00000372757;
ENSG00000225987	5089	Homeobox	ENSP00000449803;ENSP00000446513;ENSP00000403948;ENSP00000449707;
ENSG00000232005	5089	Homeobox	ENSP00000449871;ENSP00000390009;ENSP00000449378;ENSP00000447186;
ENSG00000224952	5089	Homeobox	ENSP00000449946;ENSP00000391745;ENSP00000448259;ENSP00000449359;
ENSG00000236353	5089	Homeobox	ENSP00000450374;ENSP00000410710;ENSP00000447140;
ENSG00000173976	84839	Homeobox	ENSP00000450687;ENSP00000450456;
ENSG00000229544	390010	Homeobox	ENSP00000450924;ENSP00000451945;
ENSG00000170370	2018	Homeobox	ENSP00000450962;
ENSG00000258697	653544	Homeobox	ENSP00000451253;ENSP00000473969;ENSP00000451087;
ENSG00000258389	22947	Homeobox	ENSP00000451304;ENSP00000451207;ENSP00000473851;
ENSG00000258755	653543	Homeobox	ENSP00000451700;ENSP00000451411;ENSP00000452371;
ENSG00000259034	653548	Homeobox	ENSP00000451798;ENSP00000474418;ENSP00000451859;
ENSG00000259063	653545	Homeobox	ENSP00000451995;ENSP00000451107;ENSP00000474897;
ENSG00000185960	6473	Homeobox	ENSP00000452016;ENSP00000335505;ENSP00000370987;ENSP00000370990;
ENSG00000258873	503835	Homeobox	ENSP00000452398;
ENSG00000134138	4212	Homeobox	ENSP00000453793;ENSP00000453497;ENSP00000391887;ENSP00000475899;ENSP00000219869;ENSP00000453390;ENSP00000341400;ENSP00000380745;ENSP00000372216;ENSP00000339549;ENSP00000404185;ENSP00000380749;ENSP00000452693;
ENSG00000105419	56917	Homeobox	ENSP00000453934;ENSP00000452854;ENSP00000454073;ENSP00000453307;ENSP00000453757;ENSP00000333552;ENSP00000475941;ENSP00000388667;
ENSG00000215271	57594	Homeobox	ENSP00000453979;ENSP00000406579;ENSP00000350049;
ENSG00000261201	728410	Homeobox	ENSP00000454898;ENSP00000458058;
ENSG00000260155	653543	Homeobox	ENSP00000455807;ENSP00000455609;ENSP00000454357;
ENSG00000261755	653544	Homeobox	ENSP00000455878;
ENSG00000260596	22947	Homeobox	ENSP00000456539;ENSP00000458065;ENSP00000455112;
ENSG00000260129	653548	Homeobox	ENSP00000457271;
ENSG00000260376	653545	Homeobox	ENSP00000457290;
ENSG00000261784	653543	Homeobox	ENSP00000457510;
ENSG00000260665	441056	Homeobox	ENSP00000457577;
ENSG00000263225	645832	Homeobox	ENSP00000458895;
ENSG00000267960	727940	Homeobox	ENSP00000469631;
ENSG00000268349	158800	Homeobox	ENSP00000469780;
ENSG00000267876	2928	Homeobox	ENSP00000471256;
ENSG00000268259	80712	Homeobox	ENSP00000472672;
ENSG00000268919	84528	Homeobox	ENSP00000473010;
ENSG00000271772	25806	Homeobox	ENSP00000475199;
ENSG00000273049	\N	Homeobox	ENSP00000476742;
ENSG00000117707	5629	HPD	ENSP00000420283;ENSP00000400694;ENSP00000355925;ENSP00000261454;
ENSG00000119608	283571	HPD	ENSP00000451223;ENSP00000405932;ENSP00000451463;
ENSG00000172468	86614	HSF	ENSP00000303599;ENSP00000311166;ENSP00000372307;ENSP00000342302;
ENSG00000169953	159119	HSF	ENSP00000306549;ENSP00000340971;ENSP00000372303;
ENSG00000176160	124535	HSF	ENSP00000313243;
ENSG00000025156	3298	HSF	ENSP00000357440;ENSP00000400380;
ENSG00000171116	100506164	HSF	ENSP00000359444;
ENSG00000102878	3299	HSF	ENSP00000430947;ENSP00000264009;ENSP00000430299;ENSP00000403219;ENSP00000408815;ENSP00000430631;ENSP00000463706;ENSP00000428978;ENSP00000427832;ENSP00000428161;
ENSG00000171129	100130086	HSF	ENSP00000431063;ENSP00000427855;
ENSG00000185122	3297	HSF	ENSP00000431512;ENSP00000436616;ENSP00000383590;
ENSG00000261132	3297	HSF	ENSP00000455432;ENSP00000457831;ENSP00000457480;
ENSG00000268738	100506164	HSF	ENSP00000469223;
ENSG00000268122	100506164	HSF	ENSP00000470173;
ENSG00000196233	84458	HTH	ENSP00000360144;ENSP00000360138;ENSP00000443431;ENSP00000348298;
ENSG00000178177	254251	HTH	ENSP00000371661;ENSP00000371659;
ENSG00000125347	3659	IRF	ENSP00000245414;ENSP00000473661;ENSP00000405655;ENSP00000392455;ENSP00000396318;ENSP00000384406;
ENSG00000140968	3394	IRF	ENSP00000268638;ENSP00000455048;ENSP00000458047;ENSP00000455784;ENSP00000456992;ENSP00000455816;
ENSG00000185507	3665	IRF	ENSP00000329411;ENSP00000380704;ENSP00000380697;ENSP00000380700;ENSP00000331803;ENSP00000434524;ENSP00000434607;ENSP00000436696;ENSP00000432403;ENSP00000433903;
ENSG00000128604	3663	IRF	ENSP00000349770;ENSP00000417770;ENSP00000417454;ENSP00000419056;ENSP00000419149;ENSP00000418534;ENSP00000418037;ENSP00000249375;ENSP00000420274;ENSP00000385352;ENSP00000419950;
ENSG00000117595	3664	IRF	ENSP00000355988;ENSP00000403855;
ENSG00000137265	3662	IRF	ENSP00000370343;ENSP00000436094;
ENSG00000168310	3660	IRF	ENSP00000377218;ENSP00000422860;ENSP00000424552;ENSP00000425037;ENSP00000427204;
ENSG00000213928	10379	IRF	ENSP00000380073;ENSP00000453540;ENSP00000454078;ENSP00000453974;ENSP00000454095;ENSP00000313529;
ENSG00000126456	3661	IRF	ENSP00000471896;ENSP00000473176;ENSP00000472223;ENSP00000310127;ENSP00000400378;ENSP00000473128;ENSP00000470436;ENSP00000471358;ENSP00000366339;ENSP00000470905;ENSP00000366344;ENSP00000470140;ENSP00000470431;ENSP00000469113;
ENSG00000129071	8930	MBD	ENSP00000249910;ENSP00000394080;ENSP00000424873;ENSP00000422327;
ENSG00000134046	8932	MBD	ENSP00000256429;ENSP00000464554;ENSP00000381435;
ENSG00000143379	9869	MBD	ENSP00000271640;ENSP00000432348;ENSP00000357965;
ENSG00000136169	83852	MBD	ENSP00000326477;ENSP00000258672;ENSP00000346175;
ENSG00000123636	29994	MBD	ENSP00000376534;ENSP00000348087;ENSP00000339670;ENSP00000376533;ENSP00000393565;
ENSG00000169057	4204	MBD	ENSP00000395535;ENSP00000301948;ENSP00000384865;
ENSG00000141644	4152	MBD	ENSP00000408846;ENSP00000342531;ENSP00000381506;ENSP00000409561;ENSP00000372407;ENSP00000339546;ENSP00000468042;ENSP00000285102;ENSP00000466092;ENSP00000269469;ENSP00000468430;ENSP00000467017;ENSP00000381502;ENSP00000464823;ENSP00000269468;ENSP00000269471;ENSP00000467763;ENSP00000381508;ENSP00000465923;ENSP00000405268;ENSP00000468785;
ENSG00000071655	53615	MBD	ENSP00000412302;ENSP00000156825;ENSP00000466670;
ENSG00000076108	11176	MBD	ENSP00000446880;ENSP00000179765;ENSP00000449473;ENSP00000368754;ENSP00000447941;
ENSG00000268563	4204	MBD	ENSP00000472559;ENSP00000470011;ENSP00000471217;
ENSG00000101665	4092	MH1	ENSP00000262158;ENSP00000467621;
ENSG00000175387	4087	MH1	ENSP00000262160;ENSP00000467075;ENSP00000465971;ENSP00000466193;ENSP00000466254;ENSP00000468202;ENSP00000349282;ENSP00000465355;ENSP00000384449;ENSP00000468732;
ENSG00000137834	4091	MH1	ENSP00000288840;ENSP00000452955;ENSP00000396961;
ENSG00000170365	4086	MH1	ENSP00000305769;ENSP00000427002;ENSP00000377652;ENSP00000424649;ENSP00000425270;ENSP00000424959;ENSP00000426568;
ENSG00000166949	4088	MH1	ENSP00000332973;ENSP00000401133;ENSP00000437757;ENSP00000458060;ENSP00000455095;ENSP00000453082;ENSP00000453684;
ENSG00000141646	4089	MH1	ENSP00000381452;ENSP00000464901;ENSP00000409551;ENSP00000464772;ENSP00000465878;ENSP00000468611;ENSP00000465874;ENSP00000466934;ENSP00000341551;ENSP00000466941;
ENSG00000120693	4093	MH1	ENSP00000382216;ENSP00000369154;ENSP00000239885;
ENSG00000113658	4090	MH1	ENSP00000441954;ENSP00000446474;ENSP00000422954;ENSP00000425749;ENSP00000424279;
ENSG00000131910	8431	Miscellaneous	ENSP00000254227;
ENSG00000169297	190	Miscellaneous	ENSP00000368253;ENSP00000368246;ENSP00000396403;
ENSG00000101057	4605	MYB	ENSP00000217026;ENSP00000380072;
ENSG00000173473	6599	MYB	ENSP00000254480;
ENSG00000132604	7014	MYB	ENSP00000254942;ENSP00000474453;
ENSG00000089902	23186	MYB	ENSP00000262241;ENSP00000459789;
ENSG00000141027	9611	MYB	ENSP00000268712;ENSP00000407998;ENSP00000379192;ENSP00000379189;ENSP00000462308;ENSP00000387727;
ENSG00000147601	7013	MYB	ENSP00000276603;ENSP00000276602;
ENSG00000165684	6621	MYB	ENSP00000298532;
ENSG00000167771	283248	MYB	ENSP00000301459;
ENSG00000173011	93624	MYB	ENSP00000308022;
ENSG00000135164	9988	MYB	ENSP00000332171;ENSP00000448775;ENSP00000463638;ENSP00000378193;ENSP00000412532;ENSP00000402627;ENSP00000415910;
ENSG00000125482	7270	MYB	ENSP00000333920;
ENSG00000118513	4602	MYB	ENSP00000339992;ENSP00000356786;ENSP00000410825;ENSP00000435497;ENSP00000433227;ENSP00000432877;ENSP00000436925;ENSP00000341050;ENSP00000356788;ENSP00000437081;ENSP00000434420;ENSP00000390460;ENSP00000435055;ENSP00000432811;ENSP00000435938;ENSP00000433458;ENSP00000433745;ENSP00000432851;ENSP00000434917;ENSP00000435595;ENSP00000432948;ENSP00000433844;ENSP00000435293;ENSP00000436605;ENSP00000403387;ENSP00000326328;ENSP00000434639;ENSP00000434795;ENSP00000437264;ENSP00000436385;ENSP00000436602;ENSP00000435578;ENSP00000434723;ENSP00000434816;ENSP00000432168;ENSP00000413011;
ENSG00000196498	9612	MYB	ENSP00000348551;ENSP00000408247;ENSP00000384202;ENSP00000384018;ENSP00000402808;ENSP00000405367;ENSP00000385618;ENSP00000400281;ENSP00000380513;
ENSG00000036549	26009	MYB	ENSP00000359837;ENSP00000359834;
ENSG00000096401	988	MYB	ENSP00000360532;
