Ensembl ID	Entrez ID	TF family	Protein have DBD
ENSMUSG00000002996	73389	HMG	ENSMUSP00000131158;
ENSMUSG00000005442	71722	HMG	ENSMUSP00000132351;ENSMUSP00000005578;ENSMUSP00000128071;ENSMUSP00000126659;
ENSMUSG00000062588	\N	HMG	ENSMUSP00000132612;
ENSMUSG00000020923	21429	HMG	ENSMUSP00000133844;ENSMUSP00000131930;ENSMUSP00000102732;ENSMUSP00000102734;ENSMUSP00000102736;ENSMUSP00000078539;ENSMUSP00000134665;ENSMUSP00000102740;ENSMUSP00000006754;ENSMUSP00000136310;ENSMUSP00000133611;
ENSMUSG00000091020	\N	HMG	ENSMUSP00000136559;
ENSMUSG00000096014	20664	HMG	ENSMUSP00000137203;
ENSMUSG00000051817	20667	HMG	ENSMUSP00000138293;ENSMUSP00000064250;
ENSMUSG00000078249	111241	HMGI/HMGY	ENSMUSP00000100667;
ENSMUSG00000046711	15361	HMGI/HMGY	ENSMUSP00000113068;ENSMUSP00000113916;ENSMUSP00000113011;ENSMUSP00000110538;ENSMUSP00000114101;ENSMUSP00000113015;
ENSMUSG00000056758	15364	HMGI/HMGY	ENSMUSP00000123998;ENSMUSP00000072556;
ENSMUSG00000020875	15417	Homeobox	ENSMUSP00000000010;
ENSMUSG00000000247	16870	Homeobox	ENSMUSP00000000253;ENSMUSP00000114797;
ENSMUSG00000029844	15394	Homeobox	ENSMUSP00000000964;
ENSMUSG00000001103	18292	Homeobox	ENSMUSP00000001130;
ENSMUSG00000022484	209448	Homeobox	ENSMUSP00000001699;
ENSMUSG00000001655	15422	Homeobox	ENSMUSP00000001700;
ENSMUSG00000001656	109663	Homeobox	ENSMUSP00000001701;
ENSMUSG00000001657	15426	Homeobox	ENSMUSP00000001703;
ENSMUSG00000036139	15427	Homeobox	ENSMUSP00000001706;
ENSMUSG00000022485	15424	Homeobox	ENSMUSP00000001709;
ENSMUSG00000001661	15425	Homeobox	ENSMUSP00000001711;
ENSMUSG00000001819	15433	Homeobox	ENSMUSP00000001872;
ENSMUSG00000001823	15432	Homeobox	ENSMUSP00000001878;
ENSMUSG00000041420	17537	Homeobox	ENSMUSP00000002495;ENSMUSP00000134918;
ENSMUSG00000006200	19202	Homeobox	ENSMUSP00000006362;
ENSMUSG00000007946	11859	Homeobox	ENSMUSP00000008090;
ENSMUSG00000008206	67260	Homeobox	ENSMUSP00000008350;ENSMUSP00000138819;ENSMUSP00000135652;
ENSMUSG00000022738	195333	Homeobox	ENSMUSP00000012279;
ENSMUSG00000012396	71950	Homeobox	ENSMUSP00000012540;ENSMUSP00000108199;ENSMUSP00000108200;
ENSMUSG00000012520	18935	Homeobox	ENSMUSP00000012664;ENSMUSP00000134216;
ENSMUSG00000014603	11694	Homeobox	ENSMUSP00000014747;
ENSMUSG00000014704	15399	Homeobox	ENSMUSP00000014848;
ENSMUSG00000015579	18091	Homeobox	ENSMUSP00000015723;
ENSMUSG00000015714	76893	Homeobox	ENSMUSP00000015858;ENSMUSP00000121110;ENSMUSP00000120190;ENSMUSP00000122672;
ENSMUSG00000018698	16869	Homeobox	ENSMUSP00000018842;
ENSMUSG00000018973	15407	Homeobox	ENSMUSP00000019117;
ENSMUSG00000027102	15437	Homeobox	ENSMUSP00000019749;ENSMUSP00000118904;ENSMUSP00000088094;
ENSMUSG00000020679	21410	Homeobox	ENSMUSP00000021016;ENSMUSP00000103749;ENSMUSP00000103748;ENSMUSP00000123297;
ENSMUSG00000020871	13394	Homeobox	ENSMUSP00000021241;
ENSMUSG00000021095	14836	Homeobox	ENSMUSP00000021513;
ENSMUSG00000021099	20476	Homeobox	ENSMUSP00000021519;
ENSMUSG00000021381	12022	Homeobox	ENSMUSP00000021813;
ENSMUSG00000021469	17702	Homeobox	ENSMUSP00000021922;
ENSMUSG00000021506	18740	Homeobox	ENSMUSP00000021968;ENSMUSP00000134609;
ENSMUSG00000021604	50916	Homeobox	ENSMUSP00000022095;ENSMUSP00000134738;
ENSMUSG00000021685	18420	Homeobox	ENSMUSP00000022195;
ENSMUSG00000022061	18095	Homeobox	ENSMUSP00000022646;
ENSMUSG00000023021	71949	Homeobox	ENSMUSP00000023762;ENSMUSP00000104663;ENSMUSP00000134988;ENSMUSP00000134845;
ENSMUSG00000023391	13392	Homeobox	ENSMUSP00000024159;
ENSMUSG00000024134	20472	Homeobox	ENSMUSP00000024947;ENSMUSP00000125871;
ENSMUSG00000024518	19434	Homeobox	ENSMUSP00000025396;
ENSMUSG00000024619	12590	Homeobox	ENSMUSP00000025521;
ENSMUSG00000024986	15242	Homeobox	ENSMUSP00000025944;ENSMUSP00000133688;
ENSMUSG00000025215	21908	Homeobox	ENSMUSP00000026236;ENSMUSP00000133627;
ENSMUSG00000025229	18742	Homeobox	ENSMUSP00000026259;ENSMUSP00000134563;
ENSMUSG00000026468	16872	Homeobox	ENSMUSP00000027740;ENSMUSP00000139024;
ENSMUSG00000026497	27217	Homeobox	ENSMUSP00000027778;
ENSMUSG00000026586	18933	Homeobox	ENSMUSP00000027878;ENSMUSP00000134338;ENSMUSP00000075203;ENSMUSP00000139218;
ENSMUSG00000026934	16871	Homeobox	ENSMUSP00000028302;ENSMUSP00000056822;
ENSMUSG00000027210	17536	Homeobox	ENSMUSP00000028639;ENSMUSP00000106532;ENSMUSP00000106531;ENSMUSP00000099597;ENSMUSP00000119867;ENSMUSP00000106533;ENSMUSP00000073898;
ENSMUSG00000027833	20429	Homeobox	ENSMUSP00000029422;ENSMUSP00000125031;ENSMUSP00000123838;
ENSMUSG00000029546	22255	Homeobox	ENSMUSP00000031523;
ENSMUSG00000029556	21405	Homeobox	ENSMUSP00000031535;
ENSMUSG00000029595	16873	Homeobox	ENSMUSP00000031591;
ENSMUSG00000029646	12591	Homeobox	ENSMUSP00000031650;
ENSMUSG00000029736	18291	Homeobox	ENSMUSP00000031749;ENSMUSP00000133353;
ENSMUSG00000005503	14028	Homeobox	ENSMUSP00000031787;
ENSMUSG00000030507	13172	Homeobox	ENSMUSP00000032717;
ENSMUSG00000031326	12592	Homeobox	ENSMUSP00000033689;
ENSMUSG00000031737	54352	Homeobox	ENSMUSP00000034184;
ENSMUSG00000031738	64379	Homeobox	ENSMUSP00000034185;ENSMUSP00000127446;
ENSMUSG00000032318	104360	Homeobox	ENSMUSP00000034869;
ENSMUSG00000038700	15413	Homeobox	ENSMUSP00000035423;
ENSMUSG00000034777	24113	Homeobox	ENSMUSP00000035976;
ENSMUSG00000034460	20474	Homeobox	ENSMUSP00000036150;ENSMUSP00000135699;
ENSMUSG00000035946	14843	Homeobox	ENSMUSP00000036625;
ENSMUSG00000039095	13799	Homeobox	ENSMUSP00000036761;
ENSMUSG00000038253	15402	Homeobox	ENSMUSP00000039012;
ENSMUSG00000040148	15373	Homeobox	ENSMUSP00000039018;
ENSMUSG00000033080	114889	Homeobox	ENSMUSP00000039088;
ENSMUSG00000038203	15398	Homeobox	ENSMUSP00000039170;ENSMUSP00000125221;ENSMUSP00000110059;
ENSMUSG00000038721	15415	Homeobox	ENSMUSP00000040121;
ENSMUSG00000039476	20204	Homeobox	ENSMUSP00000040332;ENSMUSP00000109222;
ENSMUSG00000034673	18515	Homeobox	ENSMUSP00000040464;ENSMUSP00000139079;ENSMUSP00000133766;
ENSMUSG00000039377	15284	Homeobox	ENSMUSP00000040505;
ENSMUSG00000038210	15396	Homeobox	ENSMUSP00000040920;
ENSMUSG00000040726	15209	Homeobox	ENSMUSP00000041999;
ENSMUSG00000041911	13390	Homeobox	ENSMUSP00000042413;
ENSMUSG00000035187	18096	Homeobox	ENSMUSP00000042716;
ENSMUSG00000042448	15429	Homeobox	ENSMUSP00000043078;
ENSMUSG00000036144	17286	Homeobox	ENSMUSP00000043587;
ENSMUSG00000038765	16917	Homeobox	ENSMUSP00000043616;ENSMUSP00000134944;
ENSMUSG00000038872	11906	Homeobox	ENSMUSP00000044612;
ENSMUSG00000079277	15436	Homeobox	ENSMUSP00000044809;ENSMUSP00000047949;ENSMUSP00000134616;ENSMUSP00000107611;ENSMUSP00000051355;ENSMUSP00000107614;ENSMUSP00000107613;
ENSMUSG00000042258	16392	Homeobox	ENSMUSP00000044879;ENSMUSP00000135567;ENSMUSP00000135793;
ENSMUSG00000040721	239102	Homeobox	ENSMUSP00000045156;
ENSMUSG00000038718	18516	Homeobox	ENSMUSP00000045281;ENSMUSP00000108757;
ENSMUSG00000040841	20475	Homeobox	ENSMUSP00000045973;
ENSMUSG00000033726	13796	Homeobox	ENSMUSP00000046026;
ENSMUSG00000038227	15405	Homeobox	ENSMUSP00000046939;
ENSMUSG00000034968	16815	Homeobox	ENSMUSP00000047134;
ENSMUSG00000028023	18741	Homeobox	ENSMUSP00000047359;ENSMUSP00000101990;ENSMUSP00000133756;ENSMUSP00000139328;ENSMUSP00000134692;
ENSMUSG00000040610	27140	Homeobox	ENSMUSP00000047457;
ENSMUSG00000040310	11695	Homeobox	ENSMUSP00000047962;ENSMUSP00000106885;
ENSMUSG00000038692	15412	Homeobox	ENSMUSP00000048002;
ENSMUSG00000034486	14472	Homeobox	ENSMUSP00000048508;
ENSMUSG00000038236	15404	Homeobox	ENSMUSP00000048648;ENSMUSP00000134610;ENSMUSP00000134641;
ENSMUSG00000035277	11878	Homeobox	ENSMUSP00000049039;ENSMUSP00000109580;
ENSMUSG00000044186	18092	Homeobox	ENSMUSP00000049898;
ENSMUSG00000044220	18089	Homeobox	ENSMUSP00000050933;
ENSMUSG00000050328	15421	Homeobox	ENSMUSP00000051003;
ENSMUSG00000001493	17285	Homeobox	ENSMUSP00000051158;
ENSMUSG00000049691	12020	Homeobox	ENSMUSP00000051990;
ENSMUSG00000056648	15416	Homeobox	ENSMUSP00000052496;ENSMUSP00000128136;ENSMUSP00000120351;
ENSMUSG00000029755	13395	Homeobox	ENSMUSP00000052559;
ENSMUSG00000048528	20231	Homeobox	ENSMUSP00000052778;
ENSMUSG00000051038	194738	Homeobox	ENSMUSP00000052929;
ENSMUSG00000026805	54422	Homeobox	ENSMUSP00000053147;ENSMUSP00000109480;ENSMUSP00000109478;
ENSMUSG00000043969	13797	Homeobox	ENSMUSP00000053361;
ENSMUSG00000048502	278672	Homeobox	ENSMUSP00000056056;ENSMUSP00000134001;ENSMUSP00000134483;ENSMUSP00000133570;
ENSMUSG00000049604	15408	Homeobox	ENSMUSP00000056315;
ENSMUSG00000044542	19127	Homeobox	ENSMUSP00000057231;
ENSMUSG00000048450	17701	Homeobox	ENSMUSP00000058354;
ENSMUSG00000043342	15438	Homeobox	ENSMUSP00000058490;
ENSMUSG00000043219	15403	Homeobox	ENSMUSP00000058755;
ENSMUSG00000051367	20471	Homeobox	ENSMUSP00000059026;
ENSMUSG00000045608	223843	Homeobox	ENSMUSP00000060424;
ENSMUSG00000050368	15430	Homeobox	ENSMUSP00000062412;
ENSMUSG00000041730	107751	Homeobox	ENSMUSP00000064107;
ENSMUSG00000054160	228731	Homeobox	ENSMUSP00000066690;
ENSMUSG00000051827	75199	Homeobox	ENSMUSP00000067190;ENSMUSP00000134267;
ENSMUSG00000054360	244813	Homeobox	ENSMUSP00000068057;
ENSMUSG00000030510	545975	Homeobox	ENSMUSP00000069238;
ENSMUSG00000027434	18088	Homeobox	ENSMUSP00000069666;ENSMUSP00000105596;
ENSMUSG00000053129	14842	Homeobox	ENSMUSP00000069728;
ENSMUSG00000063672	74561	Homeobox	ENSMUSP00000071517;
ENSMUSG00000064137	434768	Homeobox	ENSMUSP00000071782;
ENSMUSG00000096788	100040016	Homeobox	ENSMUSP00000072030;ENSMUSP00000139210;
ENSMUSG00000063242	100039551	Homeobox	ENSMUSP00000072333;
ENSMUSG00000058669	18094	Homeobox	ENSMUSP00000072425;
ENSMUSG00000061283	245583	Homeobox	ENSMUSP00000073522;
ENSMUSG00000001504	16372	Homeobox	ENSMUSP00000073976;ENSMUSP00000127963;
ENSMUSG00000023443	13984	Homeobox	ENSMUSP00000074262;ENSMUSP00000108689;
ENSMUSG00000060969	16371	Homeobox	ENSMUSP00000076562;
ENSMUSG00000058665	13798	Homeobox	ENSMUSP00000078659;
ENSMUSG00000057156	239099	Homeobox	ENSMUSP00000079929;ENSMUSP00000117828;
ENSMUSG00000031860	80720	Homeobox	ENSMUSP00000080219;
ENSMUSG00000028707	140477	Homeobox	ENSMUSP00000081366;ENSMUSP00000120320;ENSMUSP00000134457;
ENSMUSG00000029644	18609	Homeobox	ENSMUSP00000082729;
ENSMUSG00000034384	104382	Homeobox	ENSMUSP00000084005;
ENSMUSG00000067438	15371	Homeobox	ENSMUSP00000084958;
ENSMUSG00000051149	11538	Homeobox	ENSMUSP00000085316;ENSMUSP00000056809;
ENSMUSG00000067724	231044	Homeobox	ENSMUSP00000085651;
ENSMUSG00000068048	104384	Homeobox	ENSMUSP00000086462;ENSMUSP00000126022;
ENSMUSG00000071770	194856	Homeobox	ENSMUSP00000086475;
ENSMUSG00000068302	384452	Homeobox	ENSMUSP00000087006;
ENSMUSG00000068327	21909	Homeobox	ENSMUSP00000087069;ENSMUSP00000133420;
ENSMUSG00000001510	13393	Homeobox	ENSMUSP00000090443;
ENSMUSG00000031734	16373	Homeobox	ENSMUSP00000091002;ENSMUSP00000135488;
ENSMUSG00000048763	15410	Homeobox	ENSMUSP00000091476;ENSMUSP00000053426;
ENSMUSG00000071757	387609	Homeobox	ENSMUSP00000094164;
ENSMUSG00000071766	382282	Homeobox	ENSMUSP00000094191;ENSMUSP00000139303;ENSMUSP00000110799;
ENSMUSG00000071767	547168	Homeobox	ENSMUSP00000094193;
ENSMUSG00000071769	434758	Homeobox	ENSMUSP00000094196;
ENSMUSG00000071771	57737	Homeobox	ENSMUSP00000094197;
ENSMUSG00000041309	14912	Homeobox	ENSMUSP00000095588;ENSMUSP00000101701;
ENSMUSG00000074365	546024	Homeobox	ENSMUSP00000096399;ENSMUSP00000133563;ENSMUSP00000130485;ENSMUSP00000138891;
ENSMUSG00000074366	252829	Homeobox	ENSMUSP00000096400;ENSMUSP00000134468;ENSMUSP00000134618;
ENSMUSG00000062175	228839	Homeobox	ENSMUSP00000096745;ENSMUSP00000105192;ENSMUSP00000073074;
ENSMUSG00000025216	16814	Homeobox	ENSMUSP00000096997;
ENSMUSG00000075045	245263	Homeobox	ENSMUSP00000097314;
ENSMUSG00000075394	15423	Homeobox	ENSMUSP00000097740;
ENSMUSG00000075588	103889	Homeobox	ENSMUSP00000098092;
ENSMUSG00000072672	100039293	Homeobox	ENSMUSP00000098367;ENSMUSP00000134562;ENSMUSP00000107959;ENSMUSP00000133538;
ENSMUSG00000072675	100039227	Homeobox	ENSMUSP00000098373;ENSMUSP00000134235;ENSMUSP00000128018;ENSMUSP00000133830;
ENSMUSG00000000942	15401	Homeobox	ENSMUSP00000098943;
ENSMUSG00000035877	320799	Homeobox	ENSMUSP00000099400;ENSMUSP00000099401;ENSMUSP00000105086;
ENSMUSG00000041583	252830	Homeobox	ENSMUSP00000104153;
ENSMUSG00000026686	110648	Homeobox	ENSMUSP00000107008;ENSMUSP00000028003;
ENSMUSG00000019230	16876	Homeobox	ENSMUSP00000107657;ENSMUSP00000019374;ENSMUSP00000107661;ENSMUSP00000091198;ENSMUSP00000036480;
ENSMUSG00000026890	16874	Homeobox	ENSMUSP00000108584;ENSMUSP00000108591;ENSMUSP00000108585;ENSMUSP00000108590;ENSMUSP00000108587;
ENSMUSG00000034551	245596	Homeobox	ENSMUSP00000109049;
ENSMUSG00000079560	15400	Homeobox	ENSMUSP00000110077;
ENSMUSG00000053909	434769	Homeobox	ENSMUSP00000110803;
ENSMUSG00000079626	\N	Homeobox	ENSMUSP00000110809;
ENSMUSG00000079627	622301	Homeobox	ENSMUSP00000110816;
ENSMUSG00000079628	664608	Homeobox	ENSMUSP00000110820;
ENSMUSG00000079629	434766	Homeobox	ENSMUSP00000110823;
ENSMUSG00000079630	636177	Homeobox	ENSMUSP00000110824;
ENSMUSG00000095741	434764	Homeobox	ENSMUSP00000110827;
ENSMUSG00000079633	664610	Homeobox	ENSMUSP00000110829;
ENSMUSG00000095698	434760	Homeobox	ENSMUSP00000110833;
ENSMUSG00000079635	434759	Homeobox	ENSMUSP00000110837;
ENSMUSG00000079636	100135654	Homeobox	ENSMUSP00000110842;ENSMUSP00000110843;
ENSMUSG00000079637	100039948	Homeobox	ENSMUSP00000110844;ENSMUSP00000139080;ENSMUSP00000134224;
ENSMUSG00000079638	100039913	Homeobox	ENSMUSP00000110845;ENSMUSP00000134730;
ENSMUSG00000079639	664609	Homeobox	ENSMUSP00000110848;
ENSMUSG00000059626	100135657	Homeobox	ENSMUSP00000110852;ENSMUSP00000080075;
ENSMUSG00000071772	382209	Homeobox	ENSMUSP00000110857;
ENSMUSG00000071773	385343	Homeobox	ENSMUSP00000110865;
ENSMUSG00000032033	12023	Homeobox	ENSMUSP00000112314;
ENSMUSG00000059325	74318	Homeobox	ENSMUSP00000113295;ENSMUSP00000080630;ENSMUSP00000109080;
ENSMUSG00000050197	73614	Homeobox	ENSMUSP00000117271;
ENSMUSG00000000938	15395	Homeobox	ENSMUSP00000120276;ENSMUSP00000112872;
ENSMUSG00000042499	15431	Homeobox	ENSMUSP00000122582;
ENSMUSG00000029754	13396	Homeobox	ENSMUSP00000124204;ENSMUSP00000128585;ENSMUSP00000031768;
ENSMUSG00000038805	20473	Homeobox	ENSMUSP00000125169;ENSMUSP00000135677;ENSMUSP00000135312;
ENSMUSG00000091703	\N	Homeobox	ENSMUSP00000126140;
ENSMUSG00000092109	668814	Homeobox	ENSMUSP00000128952;
ENSMUSG00000036602	216285	Homeobox	ENSMUSP00000129230;ENSMUSP00000042512;
ENSMUSG00000001566	15285	Homeobox	ENSMUSP00000129503;ENSMUSP00000001608;
ENSMUSG00000098463	100039213	Homeobox	ENSMUSP00000130311;
ENSMUSG00000047407	21815	Homeobox	ENSMUSP00000130930;ENSMUSP00000113192;ENSMUSP00000124168;ENSMUSP00000115375;ENSMUSP00000127139;ENSMUSP00000060512;
ENSMUSG00000021239	12677	Homeobox	ENSMUSP00000131009;ENSMUSP00000021665;
ENSMUSG00000090533	\N	Homeobox	ENSMUSP00000131082;
ENSMUSG00000000690	15414	Homeobox	ENSMUSP00000133281;ENSMUSP00000000704;
ENSMUSG00000025469	17703	Homeobox	ENSMUSP00000133484;
ENSMUSG00000029112	672284	Homeobox	ENSMUSP00000133620;
ENSMUSG00000058537	\N	Homeobox	ENSMUSP00000133909;
ENSMUSG00000001815	14029	Homeobox	ENSMUSP00000134131;ENSMUSP00000001867;
ENSMUSG00000031621	71597	Homeobox	ENSMUSP00000134368;ENSMUSP00000034034;
ENSMUSG00000066772	246791	Homeobox	ENSMUSP00000134531;ENSMUSP00000083291;ENSMUSP00000133427;ENSMUSP00000133788;ENSMUSP00000134526;ENSMUSP00000133814;ENSMUSP00000092842;
ENSMUSG00000006270	22326	Homeobox	ENSMUSP00000134642;
ENSMUSG00000054310	71468	Homeobox	ENSMUSP00000134688;ENSMUSP00000067691;ENSMUSP00000134043;ENSMUSP00000133504;ENSMUSP00000133496;ENSMUSP00000138010;
ENSMUSG00000022361	22770	Homeobox	ENSMUSP00000134844;ENSMUSP00000066201;ENSMUSP00000105797;ENSMUSP00000135230;
ENSMUSG00000006705	18771	Homeobox	ENSMUSP00000134852;ENSMUSP00000094966;ENSMUSP00000135804;
ENSMUSG00000021972	219150	Homeobox	ENSMUSP00000135372;ENSMUSP00000135657;ENSMUSP00000135588;ENSMUSP00000135272;ENSMUSP00000135211;ENSMUSP00000134824;ENSMUSP00000066905;ENSMUSP00000022544;ENSMUSP00000135448;
ENSMUSG00000052534	18514	Homeobox	ENSMUSP00000135516;ENSMUSP00000135046;ENSMUSP00000066385;ENSMUSP00000134925;ENSMUSP00000072640;
ENSMUSG00000035934	208076	Homeobox	ENSMUSP00000135581;ENSMUSP00000135249;ENSMUSP00000035806;ENSMUSP00000079578;
ENSMUSG00000027035	241447	Homeobox	ENSMUSP00000135604;ENSMUSP00000028426;
ENSMUSG00000025255	80892	Homeobox	ENSMUSP00000135827;ENSMUSP00000026284;ENSMUSP00000135289;
ENSMUSG00000096225	16875	Homeobox	ENSMUSP00000136047;ENSMUSP00000134853;
ENSMUSG00000001496	21869	Homeobox	ENSMUSP00000136103;ENSMUSP00000001536;
ENSMUSG00000094945	100861640	Homeobox	ENSMUSP00000136542;
ENSMUSG00000045842	\N	Homeobox	ENSMUSP00000137450;
ENSMUSG00000097436	104384	Homeobox	ENSMUSP00000137702;ENSMUSP00000138059;
ENSMUSG00000097126	434768	Homeobox	ENSMUSP00000137805;
ENSMUSG00000097270	\N	Homeobox	ENSMUSP00000138051;
ENSMUSG00000097200	19202	Homeobox	ENSMUSP00000138055;
ENSMUSG00000097600	547168	Homeobox	ENSMUSP00000138064;
ENSMUSG00000050100	15372	Homeobox	ENSMUSP00000138799;ENSMUSP00000058205;
ENSMUSG00000095510	621852	Homeobox	ENSMUSP00000138833;ENSMUSP00000110826;
ENSMUSG00000099216	434123	Homeobox	ENSMUSP00000138898;
ENSMUSG00000098804	\N	Homeobox	ENSMUSP00000138903;
ENSMUSG00000055942	194588	Homeobox	ENSMUSP00000138932;ENSMUSP00000138871;ENSMUSP00000069239;
ENSMUSG00000080933	546294	Homeobox	ENSMUSP00000138947;
ENSMUSG00000020160	17268	Homeobox	ENSMUSP00000139219;ENSMUSP00000134969;ENSMUSP00000135726;ENSMUSP00000069277;ENSMUSP00000099942;
ENSMUSG00000095975	105594	Homeobox	ENSMUSP00000139237;
ENSMUSG00000094817	100039280	Homeobox	ENSMUSP00000139300;ENSMUSP00000129288;
ENSMUSG00000095601	100861623	Homeobox	ENSMUSP00000139330;ENSMUSP00000094198;
ENSMUSG00000010175	19130	HPD	ENSMUSP00000135703;ENSMUSP00000010319;ENSMUSP00000135066;
ENSMUSG00000042320	73422	HPD	ENSMUSP00000135881;ENSMUSP00000105878;
ENSMUSG00000033249	26386	HSF	ENSMUSP00000048904;ENSMUSP00000134213;ENSMUSP00000134477;ENSMUSP00000134206;ENSMUSP00000133532;
ENSMUSG00000045336	71066	HSF	ENSMUSP00000049715;
ENSMUSG00000045802	245525	HSF	ENSMUSP00000052508;ENSMUSP00000114018;ENSMUSP00000137314;ENSMUSP00000132248;
ENSMUSG00000022556	15499	HSF	ENSMUSP00000072617;
ENSMUSG00000019878	15500	HSF	ENSMUSP00000078761;
ENSMUSG00000070345	327992	HSF	ENSMUSP00000091488;
ENSMUSG00000015882	209707	HTH	ENSMUSP00000016026;ENSMUSP00000084408;
ENSMUSG00000025019	212391	HTH	ENSMUSP00000067603;ENSMUSP00000126441;
ENSMUSG00000003184	54131	IRF	ENSMUSP00000003284;ENSMUSP00000103466;ENSMUSP00000103465;
ENSMUSG00000029771	27056	IRF	ENSMUSP00000004392;ENSMUSP00000127021;ENSMUSP00000130548;
ENSMUSG00000021356	16364	IRF	ENSMUSP00000021784;ENSMUSP00000105936;
ENSMUSG00000025498	54123	IRF	ENSMUSP00000026571;ENSMUSP00000121026;ENSMUSP00000095565;ENSMUSP00000101644;
ENSMUSG00000031627	16363	IRF	ENSMUSP00000034041;
ENSMUSG00000041515	15900	IRF	ENSMUSP00000040245;ENSMUSP00000125447;ENSMUSP00000125029;ENSMUSP00000125443;
ENSMUSG00000026638	54139	IRF	ENSMUSP00000075839;
ENSMUSG00000018899	16362	IRF	ENSMUSP00000104548;ENSMUSP00000118314;ENSMUSP00000116656;ENSMUSP00000104550;ENSMUSP00000122101;ENSMUSP00000114315;ENSMUSP00000118795;ENSMUSP00000019043;
ENSMUSG00000002325	16391	IRF	ENSMUSP00000120525;ENSMUSP00000120359;ENSMUSP00000119477;
ENSMUSG00000015697	84505	MBD	ENSMUSP00000015841;ENSMUSP00000102788;ENSMUSP00000102789;
ENSMUSG00000030322	17193	MBD	ENSMUSP00000032469;ENSMUSP00000125619;
ENSMUSG00000031393	17257	MBD	ENSMUSP00000033770;ENSMUSP00000118842;ENSMUSP00000098314;ENSMUSP00000119947;ENSMUSP00000127115;
ENSMUSG00000024513	17191	MBD	ENSMUSP00000073701;ENSMUSP00000110596;
ENSMUSG00000035478	17192	MBD	ENSMUSP00000089948;ENSMUSP00000100985;ENSMUSP00000100986;ENSMUSP00000100984;
ENSMUSG00000071350	239122	MBD	ENSMUSP00000093450;ENSMUSP00000124696;
ENSMUSG00000024561	17190	MBD	ENSMUSP00000095137;
ENSMUSG00000026987	407823	MBD	ENSMUSP00000108169;ENSMUSP00000088443;
ENSMUSG00000040054	116848	MBD	ENSMUSP00000129803;ENSMUSP00000044359;
ENSMUSG00000024515	17128	MH1	ENSMUSP00000025393;ENSMUSP00000110589;
ENSMUSG00000025880	17131	MH1	ENSMUSP00000026999;ENSMUSP00000129322;ENSMUSP00000133544;
ENSMUSG00000027796	55994	MH1	ENSMUSP00000029371;
ENSMUSG00000032402	17127	MH1	ENSMUSP00000034973;ENSMUSP00000116790;ENSMUSP00000122217;
ENSMUSG00000036867	17130	MH1	ENSMUSP00000036285;
ENSMUSG00000021540	17129	MH1	ENSMUSP00000065798;ENSMUSP00000105502;ENSMUSP00000105500;
ENSMUSG00000031681	17125	MH1	ENSMUSP00000071035;ENSMUSP00000064015;ENSMUSP00000105511;
ENSMUSG00000024563	17126	MH1	ENSMUSP00000130115;ENSMUSP00000125883;ENSMUSP00000025453;ENSMUSP00000109563;ENSMUSP00000089439;ENSMUSP00000132851;
ENSMUSG00000025056	11614	Miscellaneous	ENSMUSP00000026036;
ENSMUSG00000037583	23957	Miscellaneous	ENSMUSP00000039175;
ENSMUSG00000017861	17865	MYB	ENSMUSP00000018005;
ENSMUSG00000018501	20185	MYB	ENSMUSP00000018645;ENSMUSP00000098627;ENSMUSP00000121806;ENSMUSP00000098628;ENSMUSP00000124698;ENSMUSP00000124120;ENSMUSP00000124761;ENSMUSP00000124045;ENSMUSP00000122647;ENSMUSP00000125317;
ENSMUSG00000018651	217031	MYB	ENSMUSP00000018795;
ENSMUSG00000019982	17863	MYB	ENSMUSP00000020158;
ENSMUSG00000023932	71702	MYB	ENSMUSP00000024727;
ENSMUSG00000025925	21749	MYB	ENSMUSP00000027057;
ENSMUSG00000029014	22791	MYB	ENSMUSP00000030771;ENSMUSP00000110849;ENSMUSP00000110847;
ENSMUSG00000029196	231151	MYB	ENSMUSP00000031097;
ENSMUSG00000024968	104383	MYB	ENSMUSP00000063335;ENSMUSP00000108996;
ENSMUSG00000031921	21750	MYB	ENSMUSP00000068948;ENSMUSP00000118759;ENSMUSP00000065586;
ENSMUSG00000042508	23857	MYB	ENSMUSP00000071815;ENSMUSP00000139231;ENSMUSP00000139361;ENSMUSP00000092627;
ENSMUSG00000037395	214742	MYB	ENSMUSP00000073004;ENSMUSP00000106473;
ENSMUSG00000062627	320713	MYB	ENSMUSP00000075269;
ENSMUSG00000058670	237029	MYB	ENSMUSP00000079860;ENSMUSP00000136868;
ENSMUSG00000037896	217864	MYB	ENSMUSP00000082034;ENSMUSP00000112089;
ENSMUSG00000025912	17864	MYB	ENSMUSP00000086034;ENSMUSP00000111128;
ENSMUSG00000032481	20588	MYB	ENSMUSP00000086094;ENSMUSP00000107599;ENSMUSP00000107600;ENSMUSP00000035057;
ENSMUSG00000026740	13418	MYB	ENSMUSP00000088980;ENSMUSP00000126716;ENSMUSP00000132289;ENSMUSP00000126321;
ENSMUSG00000026803	22130	MYB	ENSMUSP00000097809;
ENSMUSG00000025369	68094	MYB	ENSMUSP00000100868;ENSMUSP00000026433;ENSMUSP00000096734;
ENSMUSG00000039068	108946	MYB	ENSMUSP00000101706;ENSMUSP00000087428;ENSMUSP00000101707;ENSMUSP00000101709;
ENSMUSG00000032727	218613	MYB	ENSMUSP00000104895;ENSMUSP00000104894;ENSMUSP00000036809;
